3.5 	11.0 	0.950 
4.0 	47.0 	0.850 
4.5 	91.0 	0.770 
5.0 	143.0 	0.740 
5.5 	202.0 	0.740 
6.0 	271.0 	0.740 
6.5 	352.0 	0.740 
7.0 	446.0 	0.740 
7.5 	552.0 	0.710 
8.0 	674.0 	0.670 
8.5 	810.0 	0.630 
9.0 	958.0 	0.590 
9.5 	1107.0 	0.560 
10.0 	1253.0 	0.450 
10.5 	1388.0 	0.380 
11.0 	1491.0 	0.320 
11.5 	1557.0 	0.280 
12.0 	1594.0 	0.240 
12.5 	1606.0 	0.210 
13.0 	1616.0 	0.190 
13.5 	1620.0 	0.170 
14.0 	1620.0 	0.150 
14.5 	1620.0 	0.130 
15.0 	1620.0 	0.120 
15.5 	1620.0 	0.110 
16.0 	1620.0 	0.100 
16.5 	1620.0 	0.090 
17.0 	1620.0 	0.080 
17.5 	1620.0 	0.080 
18.0 	1620.0 	0.070 
18.5 	1620.0 	0.070 
19.0 	1620.0 	0.060 
19.5 	1620.0 	0.060 
20.0 	1620.0 	0.050 
20.5 	1620.0 	0.050
21.0 	1620.0 	0.050
21.5 	1620.0 	0.050
22.0 	1620.0 	0.050
