-5955.891936	-6219.193652	60	82.5	1
-5599.522488	-5771.325197	60	82.5	1
-4365.526791	-4294.903671	60	82.5	1
-3445.348965	-3084.11447	    60	82.5	1
-3136.85004	    -6219.193652	60	82.5	1
-2852.286377	-2494.163609	60	82.5	1
-2304.434839	-1817.727805	60	82.5	1
-1352.343331	-1453.255546	115	204	    2
-2057.103805	-1502.675513	60	82.5	1
-1448.084377	-770.642246	    60	82.5	1
-1152.88282	    -239.3775964	60	82.5	1
-642.2639106	-13.89899518	60	82.5	1
-448.1223462	517.3656543	    60	82.5	1
3631.509981	    4369.034363	    60	82.5	1
296.5302299	    1484.143767	    115	204	    2
1807.11117	    1851.704774	    60	82.5	1
831.0844006	    2033.940904	    60	82.5	1
2003.912208	    2942.032805	    60	82.5	1
2104.9722	    3226.197617	    115	204	    2
3253.864746	    3531.983666	    60	82.5	1
246.0002337	    668.7143045	    60	82.5	1
4969.225145	    6083.289482	    60	82.5	1
5955.889808	    6219.194393	    60	82.5	1
