-1837.9502436373732	2926.6721233368844	85	116	1
-1740.039017861492	2567.8838385357344	85	116	1
34.95308625611921	1697.859679071352	85	116	1
82.53468506078111	1202.8586389456154	85	116	1
225.70695252350865	837.1440554272834	85	116	1
310.8042247388779	406.3064565997809	85	116	1
444.9487107806872	20.274952816555626	85	116	1
-452.93386995862943	-44.07327883626097	85	116	1
-761.3847647987967	106.5163887242055	85	116	1
-2176.415712782405	-628.7488479654128	85	116	1
-1894.6308690377439	-842.0804069269185	85	116	1
-1180.3369255680464	-911.7786533073729	85	116	1
-532.0363696187989	-833.0201135710486	85	116	1
-191.13838665229653	-984.8777101317554	85	116	1
-2457.7527297153383	-2104.721731249381	85	116	1
-2298.010870198432	-2398.2333798444056	85	116	1
-2087.6136914837257	-2943.5753200966396	85	116	1
-239.59528331742808	-2245.7256774578577	85	116	1
-4.343716521452913	-1618.6874761074205	85	116	1
3034.578497963901	103.42504646458163	85	116	1
3507.850015486841	907.7695931660459	85	116	1
3064.7355626183457	1190.3051399687238	85	116	1
2897.3704694104476	1929.8995916551828	85	116	1
